Timestamp,Stock,Stock Close Price,Future,Future Close Price,Difference
2025-03-28 17:07:28,NSE:ANGELONE,2318.25,NFO:ANGELONE25APRFUT,2224.4,93.85
2025-03-28 17:07:28,NSE:IREDA,161.66,NFO:IREDA25APRFUT,155.95,5.71
2025-03-28 17:07:28,NSE:CAMS,3687.9,NFO:CAMS25APRFUT,3591.55,96.35
2025-03-28 17:07:28,NSE:TATAELXSI,5417.8,NFO:TATAELXSI25APRFUT,5271.1,146.7
